レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
200706020311,2007年3月3日,11,第2回夕刊フジオーシャンS,G3,芝右 外,1200,曇,良,15:40,2回中山3日目,4歳以上オープン(国際)(指)(別定),
200706020411,2007年3月4日,11,第44回報知杯弥生賞,G2,芝右,2000,晴,良,15:35,2回中山4日目,3歳オープン(混)(指)(馬齢),
200706020611,2007年3月11日,11,第25回中山牝馬ステークス,G3,芝右,1800,曇,重,15:35,2回中山6日目,4歳以上オープン(国際),
200706020711,2007年3月17日,11,第21回フラワーカップ,G3,芝右,1800,晴,良,15:40,2回中山7日目,3歳オープン(混),
200706020811,2007年3月18日,11,第56回フジTVスプリングS,G2,芝右,1800,晴,良,15:35,2回中山8日目,3歳オープン(混),
200706030111,2007年3月24日,11,第55回日経賞,G2,芝右,2500,小雨,良,15:40,3回中山1日目,4歳以上オープン(国際)(指)(別定),
200706030211,2007年3月25日,11,第14回マーチステークス,G3,ダ右,1800,曇,稍重,15:20,3回中山2日目,4歳以上オープン(国際)(指)(ハンデ),
200706030411,2007年4月1日,11,第39回ダービー卿チャレンジ,G3,芝右 外,1600,晴,良,15:35,3回中山4日目,4歳以上オープン(国際)[指](ハンデ),
200706030511,2007年4月7日,11,第25回ニュージーランドT,G2,芝右 外,1600,曇,良,15:40,3回中山5日目,3歳オープン(混),
200706030711,2007年4月14日,11,第9回中山グランドジャンプ,J.G1,障芝 外,4250,晴,良,15:35,3回中山7日目,障害4歳以上オープン(国際)(定量),
200706030811,2007年4月15日,11,第67回皐月賞,G1,芝右,2000,晴,良,15:40,3回中山8日目,3歳オープン牡・牝(指)(定量),
200706040211,2007年9月9日,11,第52回京成杯オータムハンデ,G3,芝右 外,1600,晴,良,15:35,4回中山2日目,3歳以上オープン(国際)(特指)(ハンデ),
200706040411,2007年9月16日,11,第61回セントライト記念,G2,芝右 外,2200,晴,良,15:35,4回中山4日目,3歳オープン(混)(指)(馬齢),
200706040611,2007年9月23日,11,第53回産経賞オールカマー,G2,芝右 外,2200,曇,良,15:35,4回中山6日目,3歳以上オープン(国際)(指)(別定),
200706040811,2007年9月30日,11,第41回スプリンターズS,G1,芝右 外,1200,雨,不良,15:40,4回中山8日目,3歳以上オープン(国際)(指)(定量),
200706050111,2007年12月1日,11,第41回ステイヤーズS,G2,芝右 内2周,3600,晴,良,15:25,5回中山1日目,3歳以上オープン(国際)(特指)(別定),
200706050411,2007年12月9日,11,第59回朝日フューチュリティ,G1,芝右 外,1600,晴,良,15:25,5回中山4日目,2歳オープン(混),
200706050611,2007年12月16日,11,第24回フェアリーステークス,G3,芝右 外,1200,晴,良,15:25,5回中山6日目,2歳オープン(混),
200706050710,2007年12月22日,10,第130回中山大障害,J.G1,障芝,4100,曇,良,14:45,5回中山7日目,障害3歳以上オープン(混)(定量),
200706050809,2007年12月23日,9,第52回有馬記念,G1,芝右,2500,晴,稍重,15:25,5回中山8日目,3歳以上オープン(国際)(指)(定量),
200707010211,2007年3月4日,11,第55回トヨタ賞中京記念,G3,芝左,2000,晴,良,15:25,1回中京2日目,4歳以上オープン(国際)(ハンデ),
200707010311,2007年3月10日,11,第21回中スポ賞ファルコンS,G3,芝左,1200,晴,良,15:30,1回中京3日目,3歳オープン(混)(指)(別定),
200707010811,2007年3月25日,11,第37回高松宮記念,G1,芝左,1200,晴,重,15:40,1回中京8日目,4歳以上オープン(国際)(指)(定量),
200707020211,2007年5月20日,11,第24回東海ステークス,G2,ダ左,2300,晴,良,15:30,2回中京2日目,3歳以上オープン(国際)(指)(別定),
200707020311,2007年5月26日,11,第43回金鯱賞,G2,芝左,2000,晴,良,15:45,2回中京3日目,3歳以上オープン(国際)[指](別定),
200707020811,2007年6月10日,11,第43回CBC賞,G3,芝左,1200,晴,重,15:45,2回中京8日目,3歳以上オープン(国際)[指](ハンデ),
200707030211,2007年12月2日,11,第43回中日新聞杯,G3,芝左,2000,晴,良,15:30,3回中京2日目,3歳以上オープン(父)(特指)(ハンデ),
200707030511,2007年12月15日,11,第45回愛知杯,G3,芝左,2000,曇,良,15:35,3回中京5日目,3歳以上オープン(国際),
200708010111,2007年1月6日,11,第45回スポニチ賞京都金杯,G3,芝右 外,1600,晴,稍重,15:45,1回京都1日目,4歳以上オープン(国際)[指](ハンデ),
200708010311,2007年1月8日,11,第41回日刊スポシンザン記念,G3,芝右 外,1600,曇,良,15:45,1回京都3日目,3歳オープン(混)(特指)(別定),
200708010511,2007年1月14日,11,第54回日経新春杯,G2,芝右 外,2400,晴,良,15:45,1回京都5日目,4歳以上オープン(国際)[指](ハンデ),
200708010711,2007年1月21日,11,第14回平安ステークス,G3,ダ右,1800,曇,良,15:45,1回京都7日目,4歳以上オープン(国際)(指)(別定),
200708020211,2007年1月28日,11,第42回京都牝馬ステークス,G3,芝右 外,1600,晴,良,15:45,2回京都2日目,4歳以上オープン(国際),
200708020411,2007年2月4日,11,第12回シルクロードS,G3,芝右,1200,晴,良,15:45,2回京都4日目,4歳以上オープン(国際)[指](ハンデ),
200708020611,2007年2月11日,11,第47回きさらぎ賞,G3,芝右 外,1800,晴,良,15:45,2回京都6日目,3歳オープン(混)(特指)(別定),
200708020711,2007年2月17日,11,第100回京都記念,G2,芝右 外,2200,雨,稍重,15:45,2回京都7日目,4歳以上オープン(国際)[指](別定),
200708030211,2007年4月22日,11,第12回アンタレスステークス,G3,ダ右,1800,小雨,良,15:45,3回京都2日目,4歳以上オープン(国際)(指)(別定),
200708030411,2007年4月29日,11,第135回天皇賞,春)(G1,芝右 外,3200,晴,良,15:40,3回京都4日目,4歳以上オープン(国際),
200708030511,2007年5月5日,11,第55回京都新聞杯,G2,芝右 外,2200,晴,良,15:45,3回京都5日目,3歳オープン(混)(指)(馬齢),
200708030709,2007年5月12日,9,第9回京都ジャンプS,J.G3,障芝 内-外,3170,晴,良,14:35,3回京都7日目,障害4歳以上オープン(混)(ハンデ),
200708040211,2007年10月7日,11,第42回京都大賞典,G2,芝右 外,2400,曇,良,15:45,4回京都2日目,3歳以上オープン(国際)(指)(別定),
200708040411,2007年10月13日,11,第42回デイリー杯2歳S,G2,芝右 外,1600,晴,良,15:45,4回京都4日目,2歳オープン(混)(指)(馬齢),
200708040511,2007年10月14日,11,第12回秋華賞,G1,芝右,2000,晴,良,15:40,4回京都5日目,3歳オープン(混),
200708040711,2007年10月21日,11,第68回菊花賞,G1,芝右 外,3000,晴,良,15:40,4回京都7日目,3歳オープン牡・牝(指)(馬齢),
200708040811,2007年10月27日,11,第50回毎日放送賞スワンS,G2,芝右 外,1400,晴,稍重,15:45,4回京都8日目,3歳以上オープン(国際)(指)(別定),
200708050211,2007年11月4日,11,第12回KBSファンタジーS,G3,芝右 外,1400,晴,良,15:45,5回京都2日目,2歳オープン(混),
200708050309,2007年11月10日,9,第9回京都ハイジャンプ,J.G2,障芝,3930,晴,良,14:30,5回京都3日目,障害3歳以上オープン(混)(別定),
200708050411,2007年11月11日,11,第32回エリザベス女王杯,G1,芝右 外,2200,晴,良,15:40,5回京都4日目,3歳以上オープン(国際),
200708050611,2007年11月18日,11,第24回マイルチャンピオンS,G1,芝右 外,1600,曇,良,15:40,5回京都6日目,3歳以上オープン(国際)(指)(定量),
200708050911,2007年11月23日,11,第52回京阪杯,G3,芝右,1200,晴,良,15:40,5回京都9日目,3歳以上オープン(国際)(特指)(別定),
200709010111,2007年2月24日,11,第16回アーリントンカップ,G3,芝右 外,1600,曇,良,15:45,1回阪神1日目,3歳オープン(混)(特指)(別定),
200709010211,2007年2月25日,11,第51回阪急杯,G3,芝右,1400,晴,良,15:45,1回阪神2日目,4歳以上オープン(国際)(指)(別定),
200709010311,2007年3月3日,11,第14回チューリップ賞,G3,芝右 外,1600,曇,良,15:45,1回阪神3日目,3歳オープン(混),
200709010509,2007年3月10日,9,第9回阪神スプリングJ,J.G2,障芝,3900,曇,良,14:35,1回阪神5日目,障害4歳以上オープン(混)(別定),
200709010611,2007年3月11日,11,第41回フィリーズレビュー,G2,芝右,1400,晴,良,15:45,1回阪神6日目,3歳オープン(混),
200709010811,2007年3月18日,11,第55回阪神大賞典,G2,芝右,3000,晴,良,15:45,1回阪神8日目,4歳以上オープン(国際)(指)(別定),
200709020111,2007年3月24日,11,第54回毎日杯,G3,芝右 外,1800,雨,稍重,15:45,2回阪神1日目,3歳オープン(混)(特指)(別定),
200709020411,2007年4月1日,11,第51回産経大阪杯,G2,芝右,2000,曇,良,15:45,2回阪神4日目,4歳以上オープン(国際)(指)(別定),
200709020511,2007年4月7日,11,第50回サンスポ杯阪神牝馬S,G2,芝右,1400,小雨,良,15:45,2回阪神5日目,4歳以上オープン(国際),
200709020611,2007年4月8日,11,第67回桜花賞,G1,芝右 外,1600,晴,良,15:40,2回阪神6日目,3歳オープン牝(指)(定量),
200709020711,2007年4月14日,11,第38回読売マイラーズカップ,G2,芝右 外,1600,晴,良,15:45,2回阪神7日目,4歳以上オープン(国際)(指)(別定),
200709030211,2007年6月17日,11,第12回マーメイドステークス,G3,芝右,2000,曇,良,15:45,3回阪神2日目,3歳以上オープン(国際),
200709030411,2007年6月24日,11,第48回宝塚記念,G1,芝右,2200,小雨,稍重,15:40,3回阪神4日目,3歳以上オープン(国際)(指)(定量),
200709030811,2007年7月8日,11,第12回プロキオンステークス,G3,ダ右,1400,晴,良,15:45,3回阪神8日目,3歳以上オープン(国際)(指)(別定),
200709040111,2007年9月8日,11,第58回朝日チャレンジカップ,G3,芝右,2000,晴,良,15:45,4回阪神1日目,3歳以上オープン(国際)(特指)(別定),
200709040211,2007年9月9日,11,第21回セントウルステークス,G2,芝右,1200,晴,良,15:45,4回阪神2日目,3歳以上オープン(国際)(指)(別定),
200709040311,2007年9月16日,11,第25回関西TVローズS,G2,芝右 外,1800,曇,良,15:45,4回阪神3日目,3歳オープン(混),
200709040409,2007年9月17日,9,第9回阪神ジャンプS,J.G3,障芝,3140,晴,良,14:40,4回阪神4日目,障害3歳以上オープン(混)(別定),
200709040611,2007年9月23日,11,第55回神戸新聞杯,G2,芝右 外,2400,晴,良,15:45,4回阪神6日目,3歳オープン(混),
200709040711,2007年9月29日,11,第11回シリウスステークス,G3,ダ右,2000,曇,良,15:45,4回阪神7日目,3歳以上オープン(国際)(指)(ハンデ),
200709050211,2007年12月2日,11,第59回阪神ジュベナイルF,G1,芝右 外,1600,晴,良,15:40,5回阪神2日目,2歳オープン(混),
200709050311,2007年12月8日,11,第60回鳴尾記念,G3,芝右 外,1800,晴,良,15:45,5回阪神3日目,3歳以上オープン(国際)(特指)(別定),
200709050611,2007年12月16日,11,第2回阪神カップ,G2,芝右,1400,晴,良,15:45,5回阪神6日目,3歳以上オープン(国際)(特指)(定量),
200709050711,2007年12月22日,11,第24回ラジオNIKKEI杯,G3,芝右,2000,雨,重,15:45,5回阪神7日目,2歳オープン(混)(特指)(馬齢),
200710010511,2007年2月3日,11,第41回小倉大賞典,G3,芝右,1800,晴,良,15:30,1回小倉5日目,4歳以上オープン(混)(ハンデ),
200710020309,2007年7月21日,9,第9回小倉サマージャンプ,J.G3,障芝,3390,曇,良,15:00,2回小倉3日目,障害3歳以上オープン(混)(ハンデ),
200710020610,2007年7月29日,10,第43回小倉記念,G3,芝右,2000,晴,良,15:35,2回小倉6日目,3歳以上オープン(混)(特指)(ハンデ),
200710030210,2007年8月12日,10,第42回TV西日本北九州記念,G3,芝右,1200,晴,良,15:35,3回小倉2日目,3歳以上オープン(混)(特指)(ハンデ),
200710030810,2007年9月2日,10,第27回小倉2歳ステークス,G3,芝右,1200,小雨,良,15:35,3回小倉8日目,2歳オープン(混)(特指)(馬齢),
200801010209,2008年8月17日,9,第56回クイーンステークス,G3,芝右,1800,晴,良,15:25,1回札幌2日目,3歳以上オープン(混),
200801010409,2008年8月24日,9,第44回札幌記念,G2,芝右,2000,曇,良,15:25,1回札幌4日目,3歳以上オープン(混)(特指)(定量),
200801010609,2008年8月31日,9,第3回キーンランドカップ,G3,芝右,1200,晴,良,15:25,1回札幌6日目,3歳以上オープン(混)(指)(別定),
200801020111,2008年9月13日,11,第13回エルムステークス,G3,ダ右,1700,晴,良,15:35,2回札幌1日目,3歳以上オープン(混)(指)(別定),
200801020711,2008年10月4日,11,第43回札幌2歳ステークス,G3,芝右,1800,晴,良,15:25,2回札幌7日目,2歳オープン(混)(特指)(馬齢),
200802010611,2008年7月6日,11,第15回函館スプリントS,G3,芝右,1200,晴,良,15:25,1回函館6日目,3歳以上オープン(混)(特指)(別定),
200802020409,2008年7月27日,9,第44回函館記念,G3,芝右,2000,晴,良,15:25,2回函館4日目,3歳以上オープン(混)(特指)(ハンデ),
200802020809,2008年8月10日,9,第40回函館2歳ステークス,G3,芝右,1200,晴,良,15:25,2回函館8日目,2歳オープン(混)(特指)(馬齢),
200803010511,2008年4月26日,11,第5回福島牝馬ステークス,G3,芝右,1800,曇,良,15:30,1回福島5日目,4歳以上オープン(国際),
200803020611,2008年7月6日,11,第57回ラジオNIKKEI賞,G3,芝右,1800,雨,良,15:45,2回福島6日目,3歳オープン(混)(特指)(ハンデ),
200803020811,2008年7月13日,11,第44回七夕賞,G3,芝右,2000,曇,良,15:45,2回福島8日目,3歳以上オープン(国際)(特指)(ハンデ),
200803031011,2008年11月24日,11,第44回福島記念,G3,芝右,2000,曇,良,15:25,3回福島10日目,3歳以上オープン(国際)(特指)(ハンデ),
200804010311,2008年5月10日,11,第30回新潟大賞典,G3,芝左 外,2000,曇,良,15:30,1回新潟3日目,4歳以上オープン(国際)(ハンデ),
200804020211,2008年7月20日,11,第8回アイビスサマーD,G3,芝直線,1000,曇,良,15:45,2回新潟2日目,3歳以上オープン(国際)(特指)(別定),
200804020811,2008年8月10日,11,第43回関屋記念,G3,芝左 外,1600,晴,良,15:45,2回新潟8日目,3歳以上オープン(国際)(特指)(別定),
200804030310,2008年8月23日,10,第10回新潟ジャンプS,J.G3,障芝 外-内,3250,曇,良,15:10,3回新潟3日目,障害3歳以上オープン(混)(ハンデ),
200804030611,2008年8月31日,11,第44回新潟記念,G3,芝左 外,2000,晴,良,15:45,3回新潟6日目,3歳以上オープン(国際)(特指)(ハンデ),
200804030811,2008年9月7日,11,第28回新潟2歳ステークス,G3,芝左 外,1600,晴,不良,15:45,3回新潟8日目,2歳オープン(混)(特指)(馬齢),
200805010111,2008年2月2日,11,第58回東京新聞杯,G3,芝左,1600,曇,良,15:40,1回東京1日目,4歳以上オープン(国際)[指](別定),
200805010211,2008年2月4日,11,第22回根岸ステークス,G3,ダ左,1400,晴,不良,15:40,1回東京2日目,4歳以上オープン(国際)(指)(別定),
200805010411,2008年2月11日,11,第42回共同通信杯,G3,芝左,1800,晴,良,15:35,1回東京4日目,3歳オープン(混)(特指)(別定),
200805010611,2008年2月17日,11,第58回ダイヤモンドS,G3,芝左,3400,曇,良,15:35,1回東京6日目,4歳以上オープン(国際)[指](ハンデ),
200805010711,2008年2月23日,11,第43回デイリー杯クイーンC,G3,芝左,1600,曇,良,15:40,1回東京7日目,3歳オープン(混),
200805010811,2008年2月24日,11,第25回フェブラリーS,G1,ダ左,1600,晴,良,15:40,1回東京8日目,4歳以上オープン(国際)(指)(定量),
200805020211,2008年4月27日,11,第43回サンスポ賞フローラS,G2,芝左,2000,晴,良,15:35,2回東京2日目,3歳オープン(混),
200805020311,2008年5月3日,11,第15回テレビ東京杯青葉賞,G2,芝左,2400,曇,稍重,15:40,2回東京3日目,3歳オープン(混)(指)(馬齢),
200805020611,2008年5月11日,11,第13回NHKマイルカップ,G1,芝左,1600,曇,稍重,15:40,2回東京6日目,3歳オープン(混),
200805020711,2008年5月17日,11,第53回京王杯スプリングC,G2,芝左,1400,曇,良,15:40,2回東京7日目,4歳以上オープン(国際)(指)(別定),
200805020811,2008年5月18日,11,第3回ヴィクトリアマイル,G1,芝左,1600,晴,良,15:40,2回東京8日目,4歳以上オープン(国際),
200805030211,2008年5月25日,11,第69回優駿牝馬,G1,芝左,2400,曇,稍重,15:40,3回東京2日目,3歳オープン牝(指)(定量),
